,x_UTM18N,y_UTM18N,FGRAVFL15
50627,243000.75,4202872.17,-2.53
50628,243022.83,4202854.06,-2.51
50629,243044.86,4202836.01,-2.48
50630,243066.82,4202818.02,-2.46
50631,243088.71,4202800.07,-2.43
50632,243110.51,4202782.15,-2.4
50633,243132.22,4202764.21,-2.37
50634,243153.88,4202746.29,-2.33
50635,243175.48,4202728.4,-2.3
50636,243197.06,4202710.54,-2.26
50637,243218.63,4202692.74,-2.22
50638,243240.21,4202674.98,-2.19
50639,243261.78,4202657.25,-2.15
50640,243283.34,4202639.52,-2.11
50641,243304.88,4202621.79,-2.06
50642,243326.4,4202604.05,-2.02
50643,243347.91,4202586.33,-1.98
50644,243369.44,4202568.66,-1.94
50645,243390.98,4202551.04,-1.89
50646,243412.52,4202533.5,-1.85
50647,243434.08,4202516.04,-1.81
50648,243455.61,4202498.64,-1.76
50649,243477.1,4202481.29,-1.72
50650,243498.55,4202463.96,-1.68
50651,243519.96,4202446.67,-1.64
50652,243541.33,4202429.4,-1.6
50653,243562.66,4202412.18,-1.55
50654,243583.99,4202394.99,-1.51
50655,243605.31,4202377.84,-1.48
50656,243626.65,4202360.7,-1.44
50657,243647.99,4202343.56,-1.4
50658,243669.37,4202326.42,-1.36
50659,243690.8,4202309.25,-1.33
50660,243712.29,4202292.04,-1.29
50661,243733.85,4202274.79,-1.25
50662,243755.47,4202257.5,-1.22
50663,243777.17,4202240.14,-1.19
50664,243798.93,4202222.74,-1.15
50665,243820.76,4202205.28,-1.12
50666,243842.64,4202187.8,-1.09
50667,243864.56,4202170.28,-1.06
50668,243886.53,4202152.74,-1.03
50669,243908.54,4202135.17,-1.0
50670,243930.56,4202117.55,-0.97
50671,243952.6,4202099.84,-0.95
50672,243974.65,4202082.04,-0.92
50673,243996.72,4202064.14,-0.89
50674,244018.83,4202046.18,-0.87
50675,244040.98,4202028.14,-0.84
50676,244063.18,4202010.07,-0.81
50677,244085.42,4201991.99,-0.79
50678,244107.67,4201973.91,-0.76
50679,244129.92,4201955.79,-0.74
50680,244152.12,4201937.63,-0.71
50681,244174.29,4201919.41,-0.68
50682,244196.43,4201901.13,-0.66
50683,244218.56,4201882.81,-0.63
50684,244240.73,4201864.45,-0.6
50685,244262.94,4201846.07,-0.57
50686,244285.23,4201827.69,-0.55
50687,244307.58,4201809.3,-0.52
50688,244329.98,4201790.88,-0.48
50689,244352.4,4201772.45,-0.45
50690,244374.82,4201753.99,-0.42
50691,244397.26,4201735.53,-0.38
50692,244419.7,4201717.1,-0.35
50693,244442.17,4201698.73,-0.31
50694,244464.65,4201680.43,-0.27
50695,244487.14,4201662.23,-0.23
50696,244509.61,4201644.1,-0.19
50697,244532.04,4201626.05,-0.15
50698,244554.4,4201608.05,-0.1
50699,244576.68,4201590.12,-0.06
50700,244598.88,4201572.23,-0.01
50701,244621.0,4201554.42,0.04
50702,244643.06,4201536.68,0.09
50703,244665.08,4201518.99,0.14
50704,244687.04,4201501.36,0.19
50705,244708.95,4201483.75,0.24
50706,244730.81,4201466.13,0.3
50707,244752.59,4201448.48,0.35
50708,244774.34,4201430.82,0.41
50709,244796.07,4201413.16,0.46
50710,244817.81,4201395.5,0.52
50711,244839.59,4201377.89,0.58
50712,244861.43,4201360.33,0.63
50713,244883.31,4201342.8,0.69
50714,244905.24,4201325.32,0.75
50715,244927.2,4201307.87,0.81
50716,244949.16,4201290.44,0.87
50717,244971.12,4201273.02,0.92
50718,244993.07,4201255.61,0.98
50719,245015.01,4201238.19,1.04
50720,245036.92,4201220.78,1.1
50721,245058.82,4201203.36,1.15
50722,245080.7,4201185.9,1.2
50723,245102.53,4201168.38,1.26
50724,245124.33,4201150.81,1.31
50725,245146.07,4201133.17,1.36
50726,245167.76,4201115.48,1.4
50727,245189.38,4201097.73,1.45
50728,245210.93,4201079.94,1.49
50729,245232.41,4201062.12,1.54
50730,245253.79,4201044.28,1.57
50731,245275.1,4201026.42,1.61
50732,245296.32,4201008.56,1.65
50733,245317.45,4200990.72,1.68
50734,245338.53,4200972.9,1.71
50735,245359.56,4200955.1,1.73
50736,245380.56,4200937.33,1.75
50737,245401.55,4200919.57,1.77
50738,245422.54,4200901.82,1.79
50739,245443.56,4200884.05,1.8
50740,245464.63,4200866.24,1.81
50741,245485.77,4200848.42,1.82
50742,245507.01,4200830.57,1.83
50743,245528.34,4200812.72,1.83
50744,245549.76,4200794.87,1.82
50745,245571.24,4200777.03,1.82
50746,245592.76,4200759.19,1.81
50747,245614.27,4200741.35,1.8
50748,245635.74,4200723.5,1.78
50749,245657.14,4200705.64,1.77
50750,245678.46,4200687.76,1.74
50751,245699.74,4200669.89,1.72
50752,245720.99,4200652.04,1.69
50753,245742.24,4200634.22,1.67
50754,245763.55,4200616.47,1.63
50755,245784.93,4200598.79,1.6
50756,245806.4,4200581.2,1.57
50757,245827.97,4200563.71,1.53
50758,245849.64,4200546.33,1.49
50759,245871.39,4200529.06,1.45
50760,245893.22,4200511.89,1.41
50761,245915.14,4200494.8,1.36
50762,245937.13,4200477.76,1.32
50763,245959.2,4200460.77,1.28
50764,245981.36,4200443.8,1.23
50765,246003.58,4200426.83,1.19
50766,246025.85,4200409.86,1.14
50767,246048.14,4200392.89,1.1
50768,246070.41,4200375.91,1.06
50769,246092.65,4200358.94,1.02
50770,246114.81,4200341.93,0.98
50771,246136.89,4200324.9,0.94
50772,246158.87,4200307.84,0.9
50773,246180.78,4200290.71,0.87
50774,246202.61,4200273.51,0.84
50775,246224.37,4200256.26,0.81
50776,246246.07,4200238.98,0.78
50777,246267.74,4200221.69,0.76
50778,246289.37,4200204.39,0.74
50779,246310.98,4200187.09,0.72
50780,246332.57,4200169.78,0.71
50781,246354.15,4200152.46,0.7
50782,246375.72,4200135.09,0.69
50783,246397.28,4200117.68,0.69
50784,246418.84,4200100.23,0.7
50785,246440.42,4200082.73,0.7
50786,246462.03,4200065.22,0.71
50787,246483.69,4200047.71,0.73
50788,246505.4,4200030.19,0.75
50789,246527.17,4200012.71,0.77
50790,246549.01,4199995.26,0.8
50791,246570.88,4199977.84,0.83
50792,246592.8,4199960.46,0.87
50793,246614.72,4199943.12,0.91
50794,246636.66,4199925.8,0.96
50795,246658.57,4199908.5,1.01
50796,246680.49,4199891.2,1.06
50797,246702.38,4199873.87,1.12
50798,246724.26,4199856.49,1.18
50799,246746.1,4199839.04,1.24
50800,246767.87,4199821.49,1.31
50801,246789.57,4199803.83,1.38
50802,246811.16,4199786.09,1.45
50803,246832.61,4199768.25,1.53
50804,246853.93,4199750.35,1.6
50805,246875.12,4199732.39,1.68
50806,246896.19,4199714.41,1.76
50807,246917.19,4199696.43,1.84
50808,246938.14,4199678.49,1.92
50809,246959.06,4199660.62,2.01
50810,246979.98,4199642.83,2.09
50811,247000.9,4199625.16,2.17
50812,247021.85,4199607.6,2.26
50813,247042.78,4199590.17,2.34
50814,247063.73,4199572.86,2.42
50815,247084.71,4199555.68,2.5
50816,247105.7,4199538.65,2.58
50817,247126.74,4199521.76,2.66
50818,247147.82,4199504.99,2.74
50819,247168.92,4199488.3,2.82
50820,247190.02,4199471.68,2.89
50821,247211.1,4199455.07,2.96
50822,247232.11,4199438.44,3.03
50823,247253.04,4199421.75,3.09
50824,247273.89,4199405.01,3.16
50825,247294.66,4199388.25,3.21
50826,247315.37,4199371.48,3.27
50827,247336.07,4199354.73,3.32
50828,247356.78,4199338.0,3.36
50829,247377.51,4199321.3,3.41
50830,247398.26,4199304.62,3.45
50831,247419.04,4199287.9,3.48
50832,247439.82,4199271.16,3.51
50833,247460.6,4199254.37,3.53
50834,247481.36,4199237.51,3.56
50835,247502.11,4199220.6,3.57
50836,247522.83,4199203.64,3.58
50837,247543.54,4199186.64,3.59
50838,247564.21,4199169.6,3.59
50839,247584.84,4199152.54,3.59
50840,247605.46,4199135.44,3.58
50841,247626.07,4199118.32,3.57
50842,247646.67,4199101.17,3.55
50843,247667.32,4199083.99,3.53
50844,247688.01,4199066.78,3.5
50845,247708.79,4199049.54,3.47
50846,247729.65,4199032.27,3.44
50847,247750.62,4199014.96,3.4
50848,247771.69,4198997.63,3.36
50849,247792.86,4198980.31,3.31
50850,247814.14,4198963.0,3.26
50851,247835.51,4198945.72,3.21
50852,247856.97,4198928.48,3.15
50853,247878.51,4198911.27,3.09
50854,247900.13,4198894.09,3.03
50855,247921.81,4198876.9,2.97
50856,247943.57,4198859.71,2.9
50857,247965.39,4198842.51,2.83
50858,247987.28,4198825.28,2.76
50859,248009.24,4198808.03,2.69
50860,248031.25,4198790.73,2.62
50861,248053.3,4198773.38,2.55
50862,248075.39,4198755.94,2.47
50863,248097.48,4198738.37,2.4
50864,248119.57,4198720.68,2.32
50865,248141.66,4198702.84,2.25
50866,248163.74,4198684.88,2.18
50867,248185.83,4198666.8,2.11
50868,248207.92,4198648.64,2.03
50869,248230.02,4198630.43,1.97
50870,248252.14,4198612.19,1.9
50871,248274.28,4198593.91,1.83
50872,248296.43,4198575.63,1.77
50873,248318.59,4198557.33,1.71
50874,248340.74,4198539.03,1.65
50875,248362.91,4198520.71,1.6
50876,248385.09,4198502.4,1.55
50877,248407.28,4198484.08,1.5
50878,248429.49,4198465.77,1.46
50879,248451.71,4198447.47,1.42
50880,248473.94,4198429.14,1.39
50881,248496.18,4198410.82,1.36
50882,248518.43,4198392.47,1.33
50883,248540.68,4198374.11,1.3
50884,248562.95,4198355.73,1.28
50885,248585.27,4198337.36,1.27
50886,248607.65,4198319.04,1.26
50887,248630.13,4198300.79,1.25
50888,248652.71,4198282.64,1.25
50889,248675.38,4198264.62,1.25
50890,248698.13,4198246.71,1.25
50891,248720.91,4198228.86,1.26
50892,248743.67,4198211.06,1.27
50893,248766.36,4198193.22,1.29
50894,248788.95,4198175.31,1.3
50895,248811.43,4198157.32,1.32
50896,248833.8,4198139.25,1.35
50897,248856.08,4198121.12,1.37
50898,248878.29,4198102.95,1.4
50899,248900.44,4198084.8,1.43
50900,248922.55,4198066.65,1.46
50901,248944.62,4198048.52,1.49
50902,248966.63,4198030.4,1.52
50903,248988.59,4198012.27,1.56
50904,249010.51,4197994.12,1.59
50905,249032.4,4197975.95,1.63
50906,249054.3,4197957.8,1.67
50907,249076.22,4197939.65,1.7
50908,249098.19,4197921.55,1.74
50909,249120.21,4197903.49,1.78
50910,249142.28,4197885.49,1.82
50911,249164.4,4197867.54,1.85
50912,249186.56,4197849.65,1.89
50913,249208.76,4197831.83,1.93
50914,249230.99,4197814.07,1.96
50915,249253.26,4197796.4,2.0
50916,249275.56,4197778.77,2.03
50917,249297.85,4197761.18,2.07
50918,249320.11,4197743.6,2.1
50919,249342.3,4197725.98,2.13
50920,249364.41,4197708.32,2.16
50921,249386.41,4197690.58,2.19
50922,249408.31,4197672.8,2.22
50923,249430.11,4197655.01,2.24
50924,249451.84,4197637.22,2.27
50925,249473.53,4197619.46,2.29
50926,249495.18,4197601.75,2.32
50927,249516.81,4197584.09,2.34
50928,249538.44,4197566.45,2.36
50929,249560.06,4197548.8,2.38
50930,249581.66,4197531.13,2.4
50931,249603.25,4197513.4,2.42
50932,249624.85,4197495.61,2.44
50933,249646.48,4197477.78,2.46
50934,249668.16,4197459.89,2.48
50935,249689.9,4197441.98,2.49
50936,249711.71,4197424.06,2.51
50937,249733.57,4197406.14,2.53
50938,249755.49,4197388.23,2.55
50939,249777.43,4197370.33,2.57
50940,249799.38,4197352.44,2.59
50941,249821.33,4197334.58,2.61
50942,249843.27,4197316.77,2.63
50943,249865.21,4197299.0,2.65
50944,249887.16,4197281.32,2.67
50945,249909.13,4197263.71,2.7
50946,249931.12,4197246.18,2.72
50947,249953.13,4197228.68,2.75
50948,249975.16,4197211.18,2.77
50949,249997.22,4197193.64,2.8
50950,250019.31,4197176.06,2.83
50951,250041.43,4197158.42,2.86
50952,250063.63,4197140.78,2.89
50953,250085.87,4197123.17,2.92
50954,250108.18,4197105.65,2.95
50955,250130.53,4197088.25,2.99
50956,250152.9,4197071.0,3.03
50957,250175.25,4197053.85,3.06
50958,250197.56,4197036.77,3.1
50959,250219.8,4197019.69,3.14
50960,250241.97,4197002.57,3.18
50961,250264.02,4196985.36,3.21
50962,250285.98,4196968.06,3.25
50963,250307.83,4196950.68,3.29
50964,250329.56,4196933.22,3.33
50965,250351.15,4196915.7,3.37
50966,250372.62,4196898.15,3.41
50967,250393.96,4196880.56,3.44
50968,250415.2,4196862.94,3.48
50969,250436.36,4196845.28,3.52
50970,250457.49,4196827.58,3.55
50971,250478.59,4196809.86,3.59
50972,250499.7,4196792.11,3.62
50973,250520.83,4196774.32,3.65
50974,250541.97,4196756.52,3.68
50975,250563.13,4196738.69,3.72
50976,250584.29,4196720.84,3.75
50977,250605.45,4196702.96,3.77
50978,250626.6,4196685.11,3.8
50979,250647.73,4196667.29,3.83
50980,250668.84,4196649.54,3.85
50981,250689.92,4196631.9,3.87
50982,250710.97,4196614.4,3.89
50983,250732.0,4196597.04,3.91
50984,250752.99,4196579.83,3.93
50985,250773.96,4196562.74,3.95
50986,250794.9,4196545.75,3.96
50987,250815.82,4196528.82,3.98
50988,250836.75,4196511.9,3.99
50989,250857.69,4196494.99,4.0
50990,250878.67,4196478.05,4.01
50991,234893.86,4209189.16,-12.3
50992,234915.76,4209171.32,-12.27
50993,234937.72,4209153.55,-12.25
50994,234959.7,4209135.86,-12.22
50995,234981.68,4209118.21,-12.19
50996,235003.64,4209100.58,-12.16
50997,235025.56,4209082.95,-12.14
50998,235047.43,4209065.28,-12.11
50999,235069.27,4209047.59,-12.09
51000,235091.09,4209029.87,-12.07
51001,235112.89,4209012.12,-12.05
51002,235134.68,4208994.36,-12.02
51003,235156.47,4208976.58,-12.0
51004,235178.24,4208958.8,-11.98
51005,235199.99,4208940.98,-11.96
51006,235221.69,4208923.14,-11.94
51007,235243.35,4208905.22,-11.92
51008,235264.96,4208887.25,-11.9
51009,235286.54,4208869.22,-11.88
51010,235308.11,4208851.15,-11.85
51011,235329.72,4208833.08,-11.83
51012,235351.37,4208815.05,-11.8
51013,235373.11,4208797.09,-11.78
51014,235394.92,4208779.22,-11.75
51015,235416.8,4208761.44,-11.72
51016,235438.74,4208743.79,-11.68
51017,235460.72,4208726.23,-11.65
51018,235482.73,4208708.77,-11.61
51019,235504.76,4208691.36,-11.57
51020,235526.8,4208674.03,-11.53
51021,235548.82,4208656.73,-11.48
51022,235570.83,4208639.44,-11.43
51023,235592.8,4208622.14,-11.38
51024,235614.72,4208604.83,-11.33
51025,235636.59,4208587.49,-11.27
51026,235658.4,4208570.13,-11.21
51027,235680.15,4208552.77,-11.15
51028,235701.85,4208535.4,-11.08
51029,235723.51,4208518.05,-11.02
51030,235745.12,4208500.69,-10.95
51031,235766.68,4208483.33,-10.87
51032,235788.21,4208465.98,-10.79
51033,235809.7,4208448.62,-10.71
51034,235831.14,4208431.26,-10.63
51035,235852.56,4208413.9,-10.55
51036,235873.95,4208396.55,-10.46
51037,235895.32,4208379.22,-10.37
51038,235916.65,4208361.86,-10.28
51039,235937.94,4208344.5,-10.19
51040,235959.13,4208327.09,-10.09
51041,235980.23,4208309.62,-10.0
51042,236001.22,4208292.11,-9.9
51043,236022.1,4208274.55,-9.8
51044,236042.91,4208256.98,-9.7
51045,236063.7,4208239.44,-9.61
51046,236084.48,4208221.96,-9.51
51047,236105.31,4208204.55,-9.41
51048,236126.2,4208187.25,-9.3
51049,236147.14,4208170.04,-9.2
51050,236168.14,4208152.92,-9.11
51051,236189.18,4208135.88,-9.01
51052,236210.26,4208118.91,-8.91
51053,236231.34,4208102.01,-8.81
51054,236252.46,4208085.15,-8.72
51055,236273.59,4208068.35,-8.62
51056,236294.72,4208051.58,-8.53
51057,236315.86,4208034.81,-8.44
51058,236336.99,4208018.03,-8.35
51059,236358.11,4208001.23,-8.27
51060,236379.22,4207984.39,-8.19
51061,236400.33,4207967.52,-8.11
51062,236421.43,4207950.64,-8.03
51063,236442.56,4207933.75,-7.96
51064,236463.72,4207916.86,-7.89
51065,236484.91,4207899.96,-7.82
51066,236506.09,4207883.02,-7.76
51067,236527.26,4207866.04,-7.7
51068,236548.38,4207848.97,-7.64
51069,236569.4,4207831.8,-7.59
51070,236590.35,4207814.51,-7.54
51071,236611.19,4207797.16,-7.5
51072,236631.96,4207779.78,-7.46
51073,236652.68,4207762.43,-7.42
51074,236673.37,4207745.15,-7.39
51075,236694.07,4207727.98,-7.37
51076,236714.76,4207710.93,-7.34
51077,236735.46,4207693.98,-7.32
51078,236756.17,4207677.1,-7.31
51079,236776.85,4207660.25,-7.3
51080,236797.52,4207643.42,-7.29
51081,236818.16,4207626.62,-7.29
51082,236838.79,4207609.82,-7.29
51083,236859.41,4207593.06,-7.3
51084,236880.04,4207576.35,-7.31
51085,236900.7,4207559.71,-7.32
51086,236921.4,4207543.14,-7.33
51087,236942.14,4207526.64,-7.35
51088,236962.9,4207510.19,-7.38
51089,236983.67,4207493.78,-7.4
51090,237004.44,4207477.36,-7.43
51091,237025.19,4207460.92,-7.46
51092,237045.92,4207444.39,-7.5
51093,237066.63,4207427.79,-7.54
51094,237087.33,4207411.09,-7.58
51095,237108.04,4207394.28,-7.62
51096,237128.77,4207377.37,-7.66
51097,237149.54,4207360.35,-7.71
51098,237170.37,4207343.27,-7.76
51099,237191.26,4207326.11,-7.81
51100,237212.23,4207308.9,-7.86
51101,237233.27,4207291.63,-7.91
51102,237254.42,4207274.32,-7.97
51103,237275.68,4207257.0,-8.03
51104,237297.07,4207239.68,-8.09
51105,237318.61,4207222.39,-8.14
51106,237340.28,4207205.13,-8.2
51107,237362.04,4207187.88,-8.27
51108,237383.86,4207170.6,-8.33
51109,237405.66,4207153.24,-8.39
51110,237427.37,4207135.76,-8.45
51111,237448.91,4207118.11,-8.51
51112,237470.28,4207100.29,-8.57
51113,237491.5,4207082.36,-8.63
51114,237512.62,4207064.36,-8.69
51115,237533.72,4207046.37,-8.75
51116,237554.87,4207028.48,-8.8
51117,237576.12,4207010.71,-8.86
51118,237597.48,4206993.09,-8.91
51119,237618.93,4206975.62,-8.96
51120,237640.41,4206958.25,-9.02
51121,237661.87,4206940.99,-9.06
51122,237683.28,4206923.8,-9.11
51123,237704.62,4206906.69,-9.16
51124,237725.91,4206889.65,-9.2
51125,237747.16,4206872.66,-9.24
51126,237768.39,4206855.73,-9.28
51127,237789.63,4206838.83,-9.31
51128,237810.88,4206821.92,-9.34
51129,237832.14,4206805.02,-9.37
51130,237853.41,4206788.11,-9.4
51131,237874.67,4206771.21,-9.43
51132,237895.93,4206754.33,-9.45
51133,237917.22,4206737.52,-9.47
51134,237938.53,4206720.74,-9.49
51135,237959.87,4206704.01,-9.5
51136,237981.25,4206687.31,-9.51
51137,238002.66,4206670.63,-9.52
51138,238024.1,4206653.94,-9.52
51139,238045.56,4206637.25,-9.53
51140,238067.06,4206620.55,-9.52
51141,238088.57,4206603.83,-9.52
51142,238110.06,4206587.09,-9.51
51143,238131.53,4206570.3,-9.5
51144,238152.92,4206553.4,-9.49
51145,238174.22,4206536.38,-9.48
51146,238195.37,4206519.19,-9.46
51147,238216.38,4206501.84,-9.44
51148,238237.29,4206484.34,-9.41
51149,238258.09,4206466.72,-9.39
51150,238278.87,4206449.01,-9.36
51151,238299.67,4206431.25,-9.33
51152,238320.53,4206413.46,-9.3
51153,238341.48,4206395.64,-9.26
51154,238362.53,4206377.79,-9.22
51155,238383.71,4206359.94,-9.18
51156,238405.0,4206342.07,-9.14
51157,238426.42,4206324.22,-9.1
51158,238447.96,4206306.4,-9.05
51159,238469.59,4206288.63,-9.0
51160,238491.31,4206270.89,-8.95
51161,238513.08,4206253.19,-8.9
51162,238534.87,4206235.49,-8.84
51163,238556.66,4206217.76,-8.79
51164,238578.44,4206200.0,-8.73
51165,238600.22,4206182.2,-8.67
51166,238621.99,4206164.36,-8.61
51167,238643.76,4206146.52,-8.56
51168,238665.54,4206128.7,-8.5
51169,238687.34,4206110.88,-8.44
51170,238709.15,4206093.07,-8.38
51171,238730.97,4206075.28,-8.32
51172,238752.81,4206057.48,-8.26
51173,238774.66,4206039.68,-8.2
51174,238796.55,4206021.87,-8.15
51175,238818.48,4206004.06,-8.09
51176,238840.45,4205986.26,-8.04
51177,238862.48,4205968.46,-7.98
51178,238884.54,4205950.66,-7.93
51179,238906.62,4205932.83,-7.88
51180,238928.69,4205914.98,-7.83
51181,238950.75,4205897.09,-7.78
51182,238972.78,4205879.15,-7.74
51183,238994.78,4205861.17,-7.7
51184,239016.75,4205843.17,-7.66
51185,239038.68,4205825.18,-7.62
51186,239060.59,4205807.2,-7.59
51187,239082.48,4205789.27,-7.56
51188,239104.35,4205771.38,-7.53
51189,239126.2,4205753.53,-7.5
51190,239148.05,4205735.72,-7.48
51191,239169.88,4205717.94,-7.46
51192,239191.72,4205700.17,-7.45
51193,239213.55,4205682.42,-7.43
51194,239235.38,4205664.67,-7.43
51195,239257.19,4205646.91,-7.42
51196,239278.98,4205629.13,-7.42
51197,239300.76,4205611.34,-7.42
51198,239322.53,4205593.54,-7.42
51199,239344.31,4205575.77,-7.43
51200,239366.1,4205558.01,-7.44
51201,239387.92,4205540.3,-7.45
51202,239409.76,4205522.61,-7.47
51203,239431.62,4205504.95,-7.49
51204,239453.49,4205487.3,-7.51
51205,239475.36,4205469.64,-7.53
51206,239497.23,4205451.97,-7.56
51207,239519.11,4205434.28,-7.58
51208,239541.02,4205416.6,-7.61
51209,239562.94,4205398.91,-7.65
51210,239584.92,4205381.25,-7.68
51211,239606.92,4205363.58,-7.71
51212,239628.94,4205345.89,-7.75
51213,239650.93,4205328.15,-7.79
51214,239672.9,4205310.3,-7.82
51215,239694.81,4205292.31,-7.86
51216,239716.69,4205274.18,-7.9
51217,239738.55,4205255.9,-7.94
51218,239760.44,4205237.52,-7.98
51219,239782.39,4205219.06,-8.02
51220,239804.45,4205200.6,-8.05
51221,239826.64,4205182.16,-8.09
51222,239848.99,4205163.76,-8.12
51223,239871.49,4205145.44,-8.16
51224,239894.12,4205127.15,-8.19
51225,239916.86,4205108.92,-8.21
51226,239939.68,4205090.71,-8.24
51227,239962.55,4205072.49,-8.26
51228,239985.43,4205054.26,-8.27
51229,240008.32,4205036.0,-8.29
51230,240031.2,4205017.71,-8.3
51231,240054.08,4204999.4,-8.3
51232,240076.95,4204981.07,-8.3
51233,240099.85,4204962.75,-8.3
51234,240122.77,4204944.42,-8.29
51235,240145.71,4204926.13,-8.27
51236,240168.68,4204907.84,-8.25
51237,240191.65,4204889.57,-8.22
51238,240214.59,4204871.31,-8.19
51239,240237.48,4204853.05,-8.15
51240,240260.26,4204834.81,-8.11
51241,240282.95,4204816.57,-8.06
51242,240305.52,4204798.35,-8.01
51243,240327.98,4204780.18,-7.95
51244,240350.35,4204762.06,-7.88
51245,240372.68,4204743.98,-7.81
51246,240394.95,4204725.98,-7.73
51247,240417.22,4204708.03,-7.64
51248,240439.47,4204690.12,-7.55
51249,240461.7,4204672.28,-7.46
51250,240483.89,4204654.47,-7.36
51251,240506.03,4204636.71,-7.25
51252,240528.11,4204618.96,-7.14
51253,240550.08,4204601.23,-7.03
51254,240571.95,4204583.53,-6.91
51255,240593.7,4204565.84,-6.79
51256,240615.34,4204548.16,-6.66
51257,240636.87,4204530.5,-6.53
51258,240658.28,4204512.88,-6.4
51259,240679.6,4204495.3,-6.27
51260,240700.86,4204477.81,-6.13
51261,240722.04,4204460.4,-5.99
51262,240743.19,4204443.07,-5.85
51263,240764.29,4204425.83,-5.7
51264,240785.36,4204408.64,-5.56
51265,240806.38,4204391.5,-5.41
51266,240827.37,4204374.39,-5.26
51267,240848.32,4204357.3,-5.11
51268,240869.24,4204340.25,-4.97
51269,240890.15,4204323.25,-4.82
51270,240911.05,4204306.28,-4.67
51271,240931.95,4204289.34,-4.52
51272,240952.83,4204272.43,-4.37
51273,240973.67,4204255.51,-4.22
51274,240994.44,4204238.6,-4.08
51275,241015.13,4204221.68,-3.94
51276,241035.73,4204204.75,-3.8
51277,241056.23,4204187.85,-3.66
51278,241076.66,4204170.97,-3.52
51279,241097.04,4204154.12,-3.39
51280,241117.38,4204137.31,-3.26
51281,241137.73,4204120.52,-3.13
51282,241158.08,4204103.76,-3.01
51283,241178.46,4204087.04,-2.88
51284,241198.88,4204070.37,-2.77
51285,241219.34,4204053.76,-2.65
51286,241239.84,4204037.22,-2.54
51287,241260.35,4204020.76,-2.44
51288,241280.88,4204004.37,-2.33
51289,241301.42,4203988.02,-2.24
51290,241321.97,4203971.69,-2.14
51291,241342.52,4203955.35,-2.05
51292,241363.1,4203938.98,-1.97
51293,241383.7,4203922.55,-1.89
51294,241404.34,4203906.07,-1.81
51295,241424.99,4203889.49,-1.74
51296,241445.66,4203872.82,-1.68
51297,241466.3,4203856.04,-1.61
51298,241486.93,4203839.13,-1.56
51299,241507.57,4203822.16,-1.51
51300,241528.27,4203805.14,-1.46
51301,241549.08,4203788.14,-1.42
51302,241570.05,4203771.19,-1.39
51303,241591.21,4203754.3,-1.36
51304,241612.52,4203737.49,-1.33
51305,241633.94,4203720.68,-1.31
51306,241655.37,4203703.85,-1.29
51307,241676.74,4203686.95,-1.28
51308,241698.01,4203669.96,-1.27
51309,241719.15,4203652.9,-1.26
51310,241740.2,4203635.78,-1.27
51311,241761.2,4203618.62,-1.27
51312,241782.2,4203601.46,-1.28
51313,241803.23,4203584.27,-1.3
51314,241824.3,4203567.07,-1.31
51315,241845.43,4203549.82,-1.33
51316,241866.59,4203532.51,-1.36
51317,241887.79,4203515.16,-1.38
51318,241909.05,4203497.77,-1.41
51319,241930.39,4203480.36,-1.45
51320,241951.82,4203462.98,-1.48
51321,241973.34,4203445.62,-1.52
51322,241994.92,4203428.29,-1.56
51323,242016.52,4203410.94,-1.6
51324,242038.09,4203393.55,-1.64
51325,242059.6,4203376.09,-1.68
51326,242081.05,4203358.53,-1.73
51327,242102.46,4203340.88,-1.77
51328,242123.87,4203323.15,-1.82
51329,242145.32,4203305.35,-1.87
51330,242166.88,4203287.52,-1.91
51331,242188.55,4203269.68,-1.96
51332,242210.37,4203251.86,-2.0
51333,242232.34,4203234.08,-2.05
51334,242254.46,4203216.37,-2.09
51335,242276.75,4203198.72,-2.14
51336,242299.21,4203181.15,-2.18
51337,242321.83,4203163.64,-2.22
51338,242344.61,4203146.14,-2.26
51339,242367.49,4203128.59,-2.3
51340,242390.46,4203110.92,-2.33
51341,242413.43,4203093.05,-2.37
51342,242436.39,4203074.97,-2.4
51343,242459.28,4203056.65,-2.43
51344,242482.13,4203038.11,-2.46
51345,242504.94,4203019.43,-2.49
51346,242527.73,4203000.64,-2.51
51347,242550.5,4202981.82,-2.53
51348,242573.28,4202963.0,-2.55
51349,242596.05,4202944.17,-2.56
51350,242618.81,4202925.35,-2.57
51351,242641.54,4202906.49,-2.58
51352,242664.25,4202887.6,-2.58
51353,242686.95,4202868.69,-2.59
51354,242709.65,4202849.79,-2.59
51355,242732.35,4202830.93,-2.58
51356,242755.06,4202812.17,-2.58
51357,242777.76,4202793.51,-2.57
51358,242800.43,4202774.99,-2.56
51359,242823.05,4202756.59,-2.54
51360,242845.6,4202738.31,-2.52
51361,242868.08,4202720.12,-2.51
51362,242890.51,4202702.03,-2.49
51363,242912.87,4202684.04,-2.46
51364,242935.2,4202666.13,-2.44
51365,242957.47,4202648.34,-2.41
51366,242979.69,4202630.62,-2.39
51367,243001.87,4202613.0,-2.36
51368,243023.98,4202595.46,-2.33
51369,243046.06,4202577.96,-2.3
51370,243068.1,4202560.51,-2.26
51371,243090.12,4202543.06,-2.23
51372,243112.11,4202525.62,-2.2
51373,243134.09,4202508.14,-2.16
51374,243156.03,4202490.65,-2.13
51375,243177.92,4202473.12,-2.09
51376,243199.74,4202455.55,-2.06
